S. No,PlanPlatform,TypeofPlan,PlanEffDate,PlanTermDate,Benefits,City,State,Members,Claims
1251,HMO,Medicare Part A,5/31/2019,12/31/9999,Dental,Avon,CT,12,52
1252,Medicare,Medicare Advantage / Part C,7/1/2019,12/31/9999,Dental,Avon,Ohio,32,70
1253,Medicare,EPOs,6/15/2017,12/31/9999,Pharmacy,AA,CT,52,8
1254,HMO,EPOs,1/31/2017,5/31/2019,Dental,AA,CT,86,120
1255,HMO,Medicare Part B,7/1/2019,12/31/9999,Dental,AA,PA,86,8
1256,Medicare,PPO,5/31/2019,12/31/9999,Pharmacy,AA,Ohio,52,70
1257,HMO,Medicaid,1/1/2017,12/31/9999,Pharmacy,ZZ,Ohio,32,45
1258,HMO,HMO Medical,5/31/2019,6/30/2019,Pharmacy,Avon,PA,32,45
1259,Medicare,EPOs,5/31/2019,12/31/9999,Pharmacy,AA,TX,83,52
1260,HMO,Medicare Part B,1/31/2017,12/31/9999,Pharmacy,AA,Ohio,12,42
1261,Traditional,Medicaid,1/31/2017,12/31/9999,Dental,YY,Ohio,85,120
1262,Traditional,Medicare Advantage / Part C,5/31/2019,12/31/2017,clinical,Avon,CT,47,45
1263,Traditional,HNO,6/15/2017,6/30/2019,clinical,ZZ,Ohio,65,120
1264,Traditional,Medicare Part D,5/31/2019,12/31/2017,Dental,Avon,TX,150,8
1265,HMO,Medicare Part A,5/31/2019,12/31/9999,Pharmacy,AA,PA,65,16
1266,Traditional,Medicaid,7/1/2019,5/30/2019,clinical,XX,Ohio,83,8
1267,HMO,PPO,1/1/2017,12/31/9999,Dental,Avon,Ohio,86,42
1268,Traditional,HMO Commercial,5/31/2019,12/31/9999,Pharmacy,YY,CT,65,31
1269,Medicaid,Medicare Part A,6/15/2017,12/31/9999,Pharmacy,XX,PA,32,52
1270,HMO,Medicare Part B,5/31/2019,12/31/9999,Pharmacy,Avon,TX,47,8
1271,HMO,Medicare Part A,6/15/2017,5/31/2019,Pharmacy,YY,PA,85,85
1272,HMO,PPO,7/1/2019,12/31/9999,clinical,Avon,Ohio,85,120
1273,Medicare,POS,5/31/2019,5/30/2019,clinical,AA,PA,86,16
1274,Medicare,HNO,5/31/2019,5/30/2019,clinical,AA,PA,65,31
1275,Traditional,PPO,5/31/2019,12/31/9999,Dental,Avon,Ohio,52,70
1276,Medicare,PPO,5/31/2019,12/31/9999,Pharmacy,Avon,PA,52,8
1277,Traditional,HMO Commercial,7/1/2019,6/30/2019,Pharmacy,ZZ,Ohio,83,16
1278,HMO,Medicare Advantage / Part C,5/31/2019,5/31/2019,Pharmacy,XX,Ohio,32,16
1279,Traditional,EPOs,5/31/2019,6/30/2019,clinical,AA,PA,83,8
1280,Medicare,Medicare Part B,7/1/2019,5/31/2019,Pharmacy,Avon,CT,85,85
1281,Medicare,EPOs,7/1/2019,1/31/2019,clinical,YY,PA,32,52
1282,Medicare,Medicare Part B,7/1/2019,1/31/2019,Pharmacy,YY,TX,85,120
1283,Medicare,POS,5/31/2019,5/30/2019,Dental,AA,Ohio,150,42
1284,Traditional,Medicare Advantage / Part C,1/1/2017,12/31/9999,Pharmacy,YY,Ohio,85,85
1285,Traditional,HMO Commercial,1/31/2017,12/31/9999,Dental,AA,Ohio,85,8
1286,Medicare,Medicare Part D,5/31/2019,12/31/9999,Pharmacy,AA,TX,12,42
1287,Traditional,Medicare Part A,7/1/2019,12/31/9999,Dental,YY,Ohio,83,85
1288,Traditional,Medicaid,7/1/2019,12/31/9999,clinical,ZZ,PA,83,52
1289,HMO,POS,1/1/2017,5/31/2019,clinical,Avon,PA,150,42
1290,HMO,Medicaid,7/1/2019,12/31/9999,Dental,YY,Ohio,65,31
1291,Medicaid,Medicare Part D,1/1/2017,12/31/9999,Dental,YY,Ohio,47,70
1292,Traditional,EPOs,6/15/2017,6/30/2019,Pharmacy,XX,Ohio,65,70
1293,HMO,Medicare Advantage / Part C,7/1/2019,12/31/9999,Pharmacy,AA,PA,52,85
1294,Traditional,Medicaid,5/31/2019,1/31/2019,clinical,AA,Ohio,47,85
1295,HMO,HNO,5/31/2019,5/31/2019,Pharmacy,ZZ,TX,83,45
1296,HMO,Medicare Advantage / Part C,5/31/2019,12/31/9999,Dental,YY,Ohio,85,52
1297,Traditional,HMO Medical,1/1/2017,12/31/9999,Pharmacy,AA,PA,83,42
1298,Medicare,HNO,1/1/2018,12/31/9999,Pharmacy,Avon,Ohio,32,52
1299,HMO,Medicare Part B,1/31/2017,5/31/2019,Dental,AA,CT,83,42
1300,Traditional,Medicare Advantage / Part C,1/1/2017,12/31/9999,clinical,AA,CT,86,70
1301,HMO,Medicare Part B,7/1/2019,5/31/2019,clinical,Avon,CT,47,70
1302,Medicare,HNO,1/1/2018,6/30/2019,Pharmacy,AA,Ohio,32,16
1303,HMO,Medicare Part B,5/31/2019,12/31/2017,clinical,AA,Ohio,65,45
1304,Medicare,PPO,6/15/2017,12/31/9999,Pharmacy,YY,PA,52,120
1305,HMO,HNO,1/1/2017,12/31/9999,Pharmacy,AA,CT,83,52
1306,HMO,EPOs,1/1/2017,12/31/9999,Pharmacy,AA,TX,32,42
1307,Medicare,Medicare Part D,5/31/2019,12/31/9999,clinical,Avon,Ohio,12,45
1308,Medicare,HMO Medical,1/1/2017,12/31/9999,clinical,AA,Ohio,83,16
1309,HMO,Medicaid,5/31/2019,12/31/9999,Dental,ZZ,Ohio,83,16
1310,Medicare,Medicare Part D,1/31/2017,12/31/9999,Pharmacy,Avon,CT,83,120
1311,Medicare,Medicare Part A,1/1/2017,12/31/9999,Pharmacy,Avon,Ohio,83,16
1312,HMO,Medicare Part A,7/1/2019,6/30/2019,Dental,ZZ,PA,83,16
1313,Medicare,Medicare Advantage / Part C,5/31/2019,12/31/9999,clinical,YY,TX,83,42
1314,Traditional,Medicare Part D,7/1/2019,12/31/9999,Dental,Avon,CT,83,70
1315,Medicare,HMO Commercial,5/31/2019,12/31/9999,Pharmacy,AA,PA,32,31
1316,HMO,Medicare Part B,5/31/2019,12/31/9999,Pharmacy,YY,Ohio,32,31
1317,Medicare,HMO Medical,1/1/2017,12/31/2017,Pharmacy,AA,CT,83,120
1318,Traditional,Medicare Part B,7/1/2019,12/31/9999,Pharmacy,XX,Ohio,86,85
1319,Medicaid,POS,6/15/2017,12/31/9999,Pharmacy,YY,PA,12,70
1320,HMO,Medicare Part D,1/31/2017,12/31/9999,Pharmacy,XX,Ohio,47,52
1321,HMO,HMO Medical,5/31/2019,5/31/2019,clinical,XX,Ohio,32,52
1322,Medicare,Medicare Part B,7/1/2019,6/30/2019,Pharmacy,XX,PA,150,16
1323,Medicaid,HNO,1/31/2017,5/31/2019,Pharmacy,Avon,CT,150,16
1324,Traditional,HMO Commercial,1/1/2018,12/31/9999,clinical,AA,CT,150,52
1325,Traditional,POS,7/1/2019,5/31/2019,Pharmacy,ZZ,CT,83,70
1326,HMO,HMO Commercial,7/1/2019,5/30/2019,Pharmacy,Avon,Ohio,32,52
1327,Medicaid,HMO Medical,1/1/2017,12/31/9999,Pharmacy,XX,Ohio,32,16
1328,Medicare,Medicare Part A,5/31/2019,5/31/2019,Pharmacy,XX,PA,83,52
1329,Traditional,Medicare Part D,1/1/2017,12/31/9999,clinical,YY,Ohio,150,120
1330,Medicare,POS,6/15/2017,1/31/2019,Pharmacy,AA,CT,83,42
1331,HMO,EPOs,5/31/2019,12/31/9999,Pharmacy,ZZ,Ohio,47,42
1332,HMO,Medicare Part D,1/1/2017,12/31/2017,clinical,XX,PA,150,85
1333,Traditional,HMO Commercial,1/1/2017,12/31/9999,Pharmacy,AA,CT,52,85
1334,HMO,HMO Medical,5/31/2019,1/31/2019,Dental,Avon,PA,32,42
1335,Traditional,Medicare Part D,1/1/2018,5/30/2019,Pharmacy,AA,Ohio,85,85
1336,Medicare,Medicare Part D,5/31/2019,5/31/2019,clinical,XX,PA,83,45
1337,Medicare,PPO,5/31/2019,12/31/9999,Pharmacy,YY,PA,65,8
1338,Medicare,PPO,1/1/2018,12/31/2017,clinical,ZZ,CT,47,8
1339,Medicare,HMO Commercial,5/31/2019,1/31/2019,Pharmacy,YY,Ohio,83,120
1340,Medicare,HNO,5/31/2019,12/31/9999,Dental,AA,PA,83,31
1341,Medicare,PPO,1/1/2017,5/30/2019,clinical,Avon,PA,65,31
1342,Medicare,Medicaid,7/1/2019,12/31/9999,clinical,AA,Ohio,86,16
1343,Traditional,Medicare Part D,5/31/2019,12/31/9999,Pharmacy,ZZ,Ohio,150,16
1344,HMO,HMO Medical,1/31/2017,12/31/9999,Pharmacy,Avon,PA,86,16
1345,Medicare,HNO,1/31/2017,12/31/9999,Dental,Avon,Ohio,32,70
1346,Traditional,HNO,5/31/2019,5/31/2019,clinical,YY,TX,83,16
1347,HMO,Medicare Part A,1/1/2018,12/31/9999,Pharmacy,YY,Ohio,12,70
1348,Medicare,Medicare Part B,7/1/2019,5/30/2019,Pharmacy,Avon,PA,150,120
1349,Medicare,HMO Medical,1/1/2018,12/31/9999,Pharmacy,XX,CT,32,52
1350,Medicare,POS,6/15/2017,12/31/9999,clinical,ZZ,Ohio,83,31
1351,Medicare,POS,5/31/2019,12/31/9999,Pharmacy,ZZ,CT,52,45
1352,Medicare,HMO Commercial,5/31/2019,12/31/9999,clinical,Avon,PA,83,31
1353,Medicaid,EPOs,5/31/2019,5/31/2019,clinical,Avon,PA,85,16
1354,Traditional,Medicare Part A,7/1/2019,6/30/2019,Dental,Avon,PA,47,16
1355,Medicaid,HMO Commercial,5/31/2019,12/31/9999,Pharmacy,YY,PA,65,42
1356,HMO,Medicare Part B,1/1/2017,12/31/9999,Pharmacy,YY,Ohio,150,8
1357,Traditional,Medicaid,1/31/2017,1/31/2019,clinical,AA,CT,47,85
1358,Medicare,Medicare Part A,1/31/2017,12/31/9999,Dental,Avon,Ohio,47,45
1359,HMO,Medicaid,5/31/2019,12/31/2017,Pharmacy,YY,CT,86,42
1360,Traditional,Medicaid,5/31/2019,5/30/2019,Pharmacy,Avon,TX,32,45
1361,Medicaid,Medicare Part D,7/1/2019,6/30/2019,Pharmacy,XX,Ohio,12,16
1362,HMO,Medicare Advantage / Part C,7/1/2019,5/31/2019,clinical,Avon,Ohio,32,120
1363,HMO,Medicare Part B,5/31/2019,5/31/2019,Dental,Avon,Ohio,150,45
1364,Medicare,EPOs,7/1/2019,1/31/2019,Pharmacy,Avon,PA,86,52
1365,HMO,Medicare Part A,7/1/2019,5/30/2019,Dental,YY,TX,47,120
1366,Medicare,PPO,7/1/2019,6/30/2019,Pharmacy,Avon,TX,32,31
1367,Traditional,HMO Medical,7/1/2019,12/31/9999,Pharmacy,Avon,Ohio,85,52
1368,HMO,Medicaid,7/1/2019,1/31/2019,Pharmacy,YY,CT,65,42
1369,HMO,POS,7/1/2019,6/30/2019,Pharmacy,Avon,Ohio,86,52
1370,Medicare,HMO Medical,7/1/2019,12/31/9999,Dental,Avon,PA,85,16
1371,Medicare,HNO,7/1/2019,5/30/2019,Pharmacy,AA,Ohio,83,70
1372,Medicare,Medicare Part A,7/1/2019,1/31/2019,Dental,YY,CT,65,42
1373,Medicare,POS,5/31/2019,12/31/9999,clinical,AA,CT,150,16
1374,HMO,Medicare Part B,1/1/2018,5/31/2019,Pharmacy,YY,PA,32,45
1375,Medicare,HMO Medical,7/1/2019,12/31/9999,Dental,YY,Ohio,32,70
1376,HMO,HNO,6/15/2017,12/31/9999,Pharmacy,ZZ,CT,47,16
1377,Medicaid,HMO Medical,7/1/2019,12/31/9999,Pharmacy,ZZ,TX,65,16
1378,Medicare,HNO,7/1/2019,12/31/9999,clinical,AA,CT,65,52
1379,HMO,POS,1/1/2017,12/31/9999,Pharmacy,AA,Ohio,150,42
1380,Traditional,HNO,1/1/2017,12/31/9999,Pharmacy,ZZ,Ohio,32,16
1381,Medicare,EPOs,7/1/2019,5/31/2019,Dental,AA,TX,32,42
1382,HMO,Medicare Part B,5/31/2019,12/31/9999,clinical,AA,Ohio,83,45
1383,Medicare,Medicare Part A,5/31/2019,12/31/2017,Pharmacy,Avon,PA,32,85
1384,Medicaid,EPOs,1/1/2017,1/31/2019,clinical,AA,CT,85,31
1385,Medicare,PPO,6/15/2017,5/30/2019,Pharmacy,Avon,PA,32,85
1386,HMO,Medicare Part B,6/15/2017,12/31/9999,Pharmacy,YY,Ohio,32,120
1387,Medicare,POS,1/1/2017,12/31/9999,clinical,YY,Ohio,32,16
1388,Medicare,PPO,1/1/2018,12/31/9999,Pharmacy,YY,TX,12,45
1389,Medicare,HMO Commercial,5/31/2019,12/31/9999,clinical,ZZ,PA,47,45
1390,HMO,PPO,1/1/2017,5/31/2019,clinical,YY,Ohio,65,70
1391,Traditional,Medicare Advantage / Part C,7/1/2019,12/31/9999,Dental,Avon,TX,65,70
1392,Medicare,Medicare Part D,1/1/2018,1/31/2019,Pharmacy,YY,CT,47,85
1393,Medicare,Medicare Advantage / Part C,1/1/2017,12/31/9999,Pharmacy,XX,Ohio,32,70
1394,Medicaid,HNO,1/1/2018,12/31/9999,Pharmacy,Avon,Ohio,65,120
1395,Traditional,Medicaid,1/31/2017,12/31/9999,Pharmacy,YY,Ohio,83,16
1396,HMO,Medicare Part A,1/1/2017,5/31/2019,Pharmacy,AA,CT,86,45
1397,Traditional,EPOs,1/31/2017,12/31/9999,Dental,AA,Ohio,83,85
1398,Medicare,PPO,7/1/2019,12/31/9999,Pharmacy,AA,PA,86,70
1399,HMO,Medicaid,5/31/2019,12/31/9999,Pharmacy,AA,Ohio,65,42
1400,Traditional,HMO Medical,7/1/2019,12/31/9999,Dental,AA,CT,52,120
1401,HMO,Medicare Part B,5/31/2019,12/31/2017,Dental,ZZ,PA,83,42
1402,HMO,Medicare Advantage / Part C,1/31/2017,1/31/2019,Pharmacy,AA,Ohio,150,31
1403,Medicare,HNO,5/31/2019,12/31/9999,Pharmacy,Avon,TX,86,42
1404,Traditional,Medicare Part B,5/31/2019,12/31/9999,Dental,AA,Ohio,86,45
1405,HMO,Medicare Advantage / Part C,7/1/2019,5/31/2019,Pharmacy,AA,Ohio,150,70
1406,Medicare,POS,1/1/2017,1/31/2019,Dental,YY,Ohio,83,70
1407,Traditional,Medicare Part A,5/31/2019,5/31/2019,Dental,YY,Ohio,32,8
1408,Medicare,EPOs,5/31/2019,12/31/2017,Dental,Avon,CT,86,16
1409,Traditional,POS,5/31/2019,12/31/9999,Dental,AA,PA,85,70
1410,HMO,PPO,6/15/2017,12/31/9999,Pharmacy,AA,PA,150,16
1411,Traditional,Medicare Advantage / Part C,1/1/2017,12/31/9999,Dental,YY,Ohio,65,52
1412,HMO,Medicare Part B,1/31/2017,1/31/2019,Pharmacy,Avon,PA,32,70
1413,Traditional,HMO Commercial,1/1/2017,12/31/2017,clinical,YY,PA,86,8
1414,Medicare,PPO,5/31/2019,6/30/2019,Pharmacy,AA,CT,32,16
1415,Traditional,HNO,7/1/2019,12/31/9999,Pharmacy,YY,CT,150,45
1416,Medicare,Medicare Part D,5/31/2019,5/30/2019,Dental,AA,PA,65,42
1417,Traditional,Medicare Part A,5/31/2019,5/30/2019,Dental,ZZ,Ohio,65,42
1418,Medicaid,HNO,1/1/2018,5/31/2019,Dental,Avon,Ohio,52,8
1419,HMO,HMO Medical,1/31/2017,5/30/2019,clinical,AA,PA,32,120
1420,Traditional,HMO Medical,6/15/2017,12/31/9999,clinical,AA,CT,65,70
1421,HMO,Medicaid,7/1/2019,5/31/2019,Pharmacy,AA,CT,32,42
1422,HMO,HMO Medical,7/1/2019,12/31/9999,clinical,YY,Ohio,85,42
1423,Medicare,HMO Medical,5/31/2019,12/31/9999,Dental,ZZ,Ohio,85,120
1424,HMO,Medicare Part D,7/1/2019,12/31/9999,Pharmacy,AA,CT,83,16
1425,HMO,HNO,1/1/2017,12/31/9999,clinical,AA,CT,52,52
1426,Traditional,HMO Commercial,5/31/2019,12/31/9999,clinical,XX,Ohio,65,52
1427,Traditional,Medicare Part B,5/31/2019,12/31/9999,Pharmacy,AA,TX,83,70
1428,Medicare,Medicare Part D,1/1/2017,12/31/2017,Pharmacy,ZZ,CT,86,16
1429,Traditional,EPOs,5/31/2019,5/30/2019,clinical,AA,PA,52,45
1430,HMO,POS,5/31/2019,12/31/9999,Pharmacy,YY,Ohio,83,45
1431,Medicare,HMO Commercial,5/31/2019,1/31/2019,clinical,AA,CT,150,52
1432,Medicare,Medicaid,5/31/2019,5/30/2019,Pharmacy,YY,PA,32,16
1433,Medicare,Medicare Part D,5/31/2019,5/30/2019,Dental,AA,Ohio,83,16
1434,Medicare,PPO,5/31/2019,12/31/9999,clinical,AA,CT,47,45
1435,Traditional,Medicaid,5/31/2019,5/31/2019,Dental,YY,TX,86,16
1436,HMO,HMO Commercial,7/1/2019,5/30/2019,Pharmacy,AA,PA,85,42
1437,Medicare,Medicare Part D,5/31/2019,12/31/9999,Pharmacy,Avon,PA,12,42
1438,HMO,EPOs,7/1/2019,5/31/2019,Dental,XX,CT,83,16
1439,Traditional,Medicare Part A,5/31/2019,12/31/9999,Dental,Avon,Ohio,150,42
1440,Traditional,Medicare Part D,1/1/2018,12/31/9999,Dental,YY,PA,150,52
1441,Traditional,HNO,5/31/2019,12/31/9999,Pharmacy,YY,Ohio,150,42
1442,HMO,HMO Medical,1/1/2018,12/31/9999,Pharmacy,XX,CT,32,8
1443,Medicare,Medicare Part D,1/1/2017,5/30/2019,clinical,Avon,Ohio,65,16
1444,Traditional,POS,1/1/2018,1/31/2019,Pharmacy,AA,PA,65,52
1445,Medicaid,EPOs,1/31/2017,6/30/2019,Pharmacy,AA,Ohio,32,16
1446,Medicare,Medicare Part B,5/31/2019,12/31/9999,clinical,XX,Ohio,85,16
1447,Medicare,POS,7/1/2019,12/31/2017,clinical,AA,TX,65,52
1448,HMO,Medicare Part D,5/31/2019,12/31/9999,Dental,YY,Ohio,32,16
1449,HMO,HMO Medical,5/31/2019,12/31/2017,Dental,YY,CT,150,120
1450,Traditional,HMO Commercial,5/31/2019,12/31/9999,Pharmacy,YY,PA,32,52
1451,Traditional,HMO Commercial,7/1/2019,12/31/9999,clinical,ZZ,Ohio,65,42
1452,Traditional,EPOs,1/31/2017,12/31/9999,Dental,AA,Ohio,86,70
1453,Traditional,Medicare Part D,1/31/2017,5/31/2019,clinical,YY,CT,12,42
1454,Traditional,Medicare Part D,1/1/2018,12/31/9999,Pharmacy,YY,PA,32,120
1455,HMO,Medicaid,5/31/2019,5/30/2019,Pharmacy,YY,TX,32,45
1456,HMO,EPOs,7/1/2019,12/31/9999,clinical,Avon,Ohio,85,31
1457,Traditional,HNO,7/1/2019,5/30/2019,Pharmacy,YY,Ohio,47,85
1458,Medicaid,Medicare Advantage / Part C,1/1/2017,12/31/9999,Pharmacy,Avon,Ohio,52,45
1459,Traditional,Medicare Part B,6/15/2017,12/31/9999,clinical,ZZ,Ohio,12,70
1460,HMO,HMO Medical,6/15/2017,12/31/9999,Pharmacy,AA,Ohio,150,31
1461,Medicare,EPOs,5/31/2019,5/31/2019,Pharmacy,Avon,Ohio,150,16
1462,Medicaid,HMO Commercial,7/1/2019,5/30/2019,Dental,Avon,Ohio,86,45
1463,Traditional,HMO Medical,7/1/2019,5/31/2019,clinical,AA,Ohio,12,70
1464,Medicaid,Medicare Advantage / Part C,5/31/2019,12/31/9999,Pharmacy,AA,PA,85,42
1465,HMO,Medicare Part A,1/1/2018,6/30/2019,Dental,AA,Ohio,85,16
1466,Medicare,HMO Commercial,1/31/2017,12/31/9999,Dental,YY,Ohio,52,31
1467,HMO,POS,1/1/2017,12/31/9999,clinical,AA,PA,150,16
1468,HMO,HMO Commercial,5/31/2019,5/31/2019,Dental,XX,CT,150,16
